城市,门店名称,区域(组合后),地址,评分(留空),标签(剔除)
泉州市,贝成口腔连锁(安溪店),泉州市-安溪县,福建省泉州市安溪县凤城镇大同路205，207号,,
泉州市,贝成口腔连锁(惠安店),泉州市-惠安县,福建省泉州市惠安县螺城镇东盛商住区B栋109-113号店,,
泉州市,贝成口腔连锁(晋江店),泉州市-青阳街道永福里社区,福建省泉州市晋江市青阳街道永福里社区泉安中路717号百宏华尔街1号楼,,
泉州市,贝成口腔连锁(水头店),泉州市-未知区域,福建省泉州市南安市水头镇山前村厦新街146号,,
泉州市,贝成口腔连锁(永春店),泉州市-永春县,福建省泉州市永春县真武路1-6号,,
泉州市,贝成口腔连锁(泉港机构),泉州市-泉港区,福建省泉州市泉港区山腰街道锦祥社区南山中路33-0号旧百汇3楼,,
泉州市,贝成口腔连锁泉州机构,泉州市-丰泽区,福建省泉州市丰泽区田安南路632号源和大厦7层,,
泉州市,金榜口腔连锁(安泰店),泉州市-未知区域,福建省泉州市晋江市罗山街道安泰天街12号楼101-103,,
泉州市,金榜口腔连锁(帝豪店),泉州市-未知区域,福建省泉州市晋江市青阳街道百宏华尔街6#9-15号店,,
泉州市,金榜口腔连锁(百捷店),泉州市-未知区域,福建省泉州市晋江市池店镇桥南百捷中央首府3号店,,
泉州市,金榜口腔连锁(福璟店),泉州市-梅岭街道梅庭社区,福建省泉州市晋江市梅岭街道梅庭社区梅岭路296号（福璟花园）,,
泉州市,金榜口腔连锁(陈埭镇),泉州市-未知区域,福建省泉州市晋江市陈埭镇鞋都路1830号商业2幢2033,,
泉州市,鲤城齐植美口腔门诊部,泉州市-鲤城区,福建省泉州市鲤城区九一街62-1号二楼,,
钦州市,钦州康美口腔(旗舰总院),钦州市-钦北区,广西壮族自治区钦州市钦北区子材东大街8号盛天华府b区,,
钦州市,钦州康美口腔(钦州港院),钦州市-钦南区,广西壮族自治区钦州市钦南区钦州港巨龙大厦广场二楼,,
钦州市,钦州康美口腔(钦州湾院),钦州市-钦南区,广西壮族自治区钦州市钦南区钦州湾大道41-1号,,
清远市,清远清口口腔医院,清远市-未知区域,清远市康乐路23号富景大厦1-3层,,
黔西南布依族苗族自治州市,京州口腔(兴仁分院),黔西南布依族苗族自治州市-未知区域,贵州省黔西南布依族苗族自治州兴仁市东湖街道府中路逸居苑1楼,,
黔西南布依族苗族自治州市,京州口腔(盘江分店),黔西南布依族苗族自治州市-未知区域,兴义市黄草办盘江南路14号,,
黔西南布依族苗族自治州市,京州口腔(贞丰店),黔西南布依族苗族自治州市-黔西南布依族苗族自治州贞丰县,贵州省黔西南布依族苗族自治州贞丰县永丰街道新丰路金融公园12栋2/3层1号商铺,,
黔东南苗族侗族自治州市,京州口腔(友庄路分店),黔东南苗族侗族自治州市-未知区域,贵州省黔东南州凯里市友庄路西侧贵都花园高层商住楼1栋1层1-1号4.5号门面,,
黔东南苗族侗族自治州市,京州口腔(清平南路分院),黔东南苗族侗族自治州市-未知区域,贵州省黔东南苗族侗族自治州市凯里市清平南路36号贵都1号商住楼2层1号,,
黔东南苗族侗族自治州市,凯里京州口腔(大十字分院),黔东南苗族侗族自治州市-未知区域,贵州省黔东南州凯里市韶山南路3号1楼1.2号门面,,
黔东南苗族侗族自治州市,凯里京州口腔(未来城店),黔东南苗族侗族自治州市-未知区域,贵州省黔东南苗族侗族自治州凯里市城西街道凯棉路69号未来城D地块23幢-1层388号,,
黔东南苗族侗族自治州市,凯里京州口腔(清平南路分院),黔东南苗族侗族自治州市-未知区域,贵州省黔东南州凯里市清平南路36号贵都1号商住楼2层1号,,
秦皇岛市,如壹口腔医院,秦皇岛市-海港区,河北省秦皇岛市海港区南岭东路50号秦皇半岛底商,,
秦皇岛市,瑞格口腔(北戴河店),秦皇岛市-北戴河区,河北省秦皇岛市北戴河区联峰路203号,,
秦皇岛市,瑞格口腔(河北大街店),秦皇岛市-海港区,河北省秦皇岛市海港区河北大街中段330号,,
秦皇岛市,瑞格口腔(秦皇东大街店),秦皇岛市-海港区,河北省秦皇岛市海港区秦皇东大街249号,,
秦皇岛市,秦皇岛口腔医院,秦皇岛市-海港区,河北省秦皇岛市海港区河北大街49号,,
秦皇岛市,秦皇岛口腔医院(山海关店),秦皇岛市-山海关区,河北省秦皇岛市山海关区关城南路19-4号,,
秦皇岛市,秦皇岛口腔医院(开发区店),秦皇岛市-经济技术开发区,河北省秦皇岛市经济技术开发区长江中道30号,,
秦皇岛市,秦皇岛口腔医院(昌黎店),秦皇岛市-昌县,河北省秦皇岛市昌县昌黎镇学院路东山华府2-3号,,
秦皇岛市,纳极口腔文化路门诊部,秦皇岛市-海港区,河北省秦皇岛市海港区文化路283号,,
秦皇岛市,致美口腔医院,秦皇岛市-海港区,河北省秦皇岛市海港区河北大街中段195号,,
潜江市,潜江中山口腔医院,潜江市-未知区域,湖北省潜江市章华中路9号(水牛城空中停车场入口),,
衢州市,江山口腔医院,衢州市-未知区域,浙江省衢州市江山市虎山街道南门路68号,,
日照市,博恩口腔(日照总院),日照市-东港区,山东省日照市东港区秦楼街道济南路218号翠湖佳园南一区商业街D区,,
曲靖市,宣威柯品牙管家口腔,曲靖市-未知区域,云南省曲靖市宣威市双龙街道振兴街天豪国际1楼,,
曲靖市,宣威爱牙仕口腔,曲靖市-未知区域,云南省曲靖市宣威市振兴街102号（汽车南站旁）,,
曲靖市,师宗爱雅仕口腔明辉店,曲靖市-师宗县,云南省曲靖市师宗县丹凤西路明辉花园六栋B-1109,,
曲靖市,师宗爱雅仕口腔通玄店,曲靖市-师宗县,云南省曲靖市师宗县漾月街道漾月社区通玄广场A幢3号二楼,,
曲靖市,德韩口腔(曲靖院区),曲靖市-麒麟区,云南省曲靖市麒麟区雄业金都218购物广场二号门二楼6号电梯旁德韩口腔,,
曲靖市,曲靖京贝口腔连锁(南城分院),曲靖市-麒麟区,云南省曲靖市麒麟区益宁街道办事处文笔路麒麟嘉城商业广场8幢2楼10-13号,,
曲靖市,曲靖京贝口腔连锁(阿诗玛分院),曲靖市-麒麟区,云南省曲靖市麒麟区南宁街道办事处南宁西路153号2楼商铺,,
曲靖市,舒尔口腔连锁罗平院区,曲靖市-罗平县,云南省曲靖市罗平县观音街194号（北城万象对面）,,
青岛市,亚泰口腔市南银海门诊部,青岛市-南区,山东省青岛市市南区东海中路30号2楼,,
青岛市,亚泰口腔胶州中心门诊部,青岛市-未知区域,山东省青岛市胶州市澳门路333号7号楼106,,
青岛市,优诺口腔(京口路机构)(洁牙需到店验血),青岛市-李沧区,山东省青岛市李沧区京口路60号（李沧交警大队对面）,,
青岛市,优诺口腔(城阳机构)(洁牙需到店验血),青岛市-城阳区,山东省青岛市城阳区正阳路160-13号1-2层,,
青岛市,优诺口腔(种植总院)(洁牙需到店验血),青岛市-南区,山东省青岛市市南区南京路3号,,
青岛市,优诺口腔(辽宁路机构)(洁牙需到店验血),青岛市-北区,山东省青岛市市北区辽宁路94号(辽宁路与华阳路交会处),,
青岛市,优诺口腔(青山店)(洁牙需到店验血),青岛市-李沧区,山东省青岛市李沧区青山路716-39号二层,,
青岛市,优诺口腔(马濠机构)(洁牙需到店验血),青岛市-黄岛区,山东省青岛市黄岛区黄浦江路59号（马濠公园西侧）,,
青岛市,友信口腔(台柳路店),青岛市-北区,青岛市市北区河西街道台柳路308号,,
青岛市,海之恋口腔,青岛市-南区,山东省青岛市市南区香港中路10号207户南侧,,
青岛市,海燕口腔(常州路店),青岛市-未知区域,山东省青岛市胶州市三里河街道常州路666号,,
青岛市,牙博士口腔(即墨店),青岛市-即墨区,山东省青岛市即墨区通济办事处墨城路582号,,
青岛市,牙博士口腔(李沧店),青岛市-李沧区,山东省青岛市李沧区峰山路11号,,
青岛市,牙博士口腔连锁(台东店),青岛市-北区,青岛市市北区延安三路116号-6,,
青岛市,益牙口腔(杭州路店),青岛市-中云街道杭州路方井人家小区,山东省青岛市胶州市中云街道杭州路方井人家小区18号网点,,
青岛市,益牙口腔(胶东机场店),青岛市-未知区域,山东省青岛市胶州市胶东街道小麻湾西村利客来超市东100米,,
青岛市,荷马口腔(平度旗舰店),青岛市-未知区域,山东省青岛市平度市东阁街道办事处人民路83号102户,,
青岛市,雅安口腔,青岛市-李沧区,山东省青岛市李沧区枣园路11-5,,
青岛市,青岛一间口腔诊所,青岛市-城阳区,山东省青岛市城阳区靖城路550-1号,,
青岛市,马泷齿科(市南店),青岛市-南区,山东省青岛市市南区香港中路7号甲亚麦国际大厦11层,,
青岛市,马泷齿科一间口腔诊所,青岛市-城阳区,山东省青岛市城阳区靖城路550-1号,,
青岛市,马泷齿科青岛门诊,青岛市-南区,山东省青岛市市南区香港中路7号甲亚麦国际大厦11楼,,
宿州市,张伟彬口腔门诊(埇桥店),宿州市-埇桥区,安徽省宿州市埇桥区安徽省宿州市埇桥区西关街道汴河西路华夏世贸北门东边209号,,
汕尾市,汕尾市德一口腔（新店）,汕尾市-城区,城区凤山街道香湖路银湖湾银湖豪庭二十二至二十四栋1-2层商铺5号,,
汕尾市,汕尾市德一口腔（老店）,汕尾市-城区,汕尾市城区新港街道二马路280号边华诚综合楼三层1号,,
汕尾市,汕尾瑞雅口腔医院,汕尾市-汕尾市区,汕尾市区滨湖路泰公寓一栋(中鑫大厦)三楼(自主申报),,
汕尾市,陆丰市大桔齿科,汕尾市-未知区域,广东省陆丰市东海街道东海大道西侧龙头路以南（中国石油中通加油站南侧）第一栋第2层201号（红星餐厅2楼）,,
汕尾市,陆河县钟成口腔,汕尾市-陆河县,汕尾市陆河县河田镇朝阳路116号（迎宾馆对面）,,
汕头市,汕美口腔,汕头市-未知区域,汕头市金砂路128号金怡大厦一楼,,
汕头市,臻正佳壹口腔门诊部,汕头市-潮阳区,广东省汕头市潮阳区和平镇新龙乡和惠公路东侧崇让路1号,,
汕头市,陌客尔口腔(汕头店),汕头市-龙湖区,汕头市龙湖区金碧庄东区1-4幢101、102、201、301号铺面之“新城市广场”D区2楼201号铺面,,
韶关市,驰风口腔,韶关市-浈江区,韶关市浈江区熏风路12号综合楼南边四层401房,,
三明市,三明康泰医院瑞尔口腔(下洋店),三明市-三元区,福建省三明市三元区新市中路119号2幢(康泰医院旁),,
三明市,仁德中医医院(口腔科),三明市-未知区域,福建省三明市永安市永安市燕江东路369号,,
三明市,尤溪县四季口腔,三明市-尤溪县,福建省三明市尤溪县尤溪城关镇东一路3-11号,,
三明市,瑞尔口腔(吉祥店),三明市-三元区,福建省三明市三元区乾龙新村358栋(吉祥福邸)4楼,,
三明市,皓臣瑞尔口腔(东新三路店),三明市-三元区,福建省三明市三元区新和路46号首层(和仁新村33幢),,
三明市,祥众佰岁堂专科门诊,三明市-宁化县,福建省三明市宁化县宁化县西大二路金水佳苑103店,,
三明市,美壹佳瑞尔口腔(城关店),三明市-三元区,福建省三明市三元区新市南路84-5号一楼,,
深圳市,尔睦口腔丽沙花都店,深圳市-宝安区,深圳市宝安区沙井富通路7号,,
深圳市,尔睦口腔新桥店,深圳市-宝安区,深圳市宝安区沙井北环路115号,,
深圳市,尔睦口腔松岗店,深圳市-宝安区,深圳市宝安区松岗街道东方社区东方大道36号联投东方华府一期L108、L201-1,,
深圳市,尔睦口腔海欣店,深圳市-宝安区,深圳市宝安区沙井街道沙二社区海欣花园B栋1单元,,
深圳市,尔睦口腔牙贝贝店,深圳市-宝安区,"深圳市宝安区新桥街道上星社区上星路万科星城上郡1栋111,230（一至二层）",,
深圳市,尔睦口腔福海店,深圳市-宝安区,深圳市宝安区福海街道桥头社区桥头综合市场202,,
深圳市,尔睦口腔罗湖莲塘店,深圳市-罗湖区,广东省深圳市罗湖区莲塘街道莲塘社区国威路139号天越翔园二层2号,,
深圳市,尔睦口腔荟城店,深圳市-宝安区,深圳市宝安区沙井街道壆岗社区新沙路412号,,
深圳市,正恩四季口腔门诊部,深圳市-龙华区,深圳市龙华区和平路186号-2,,
深圳市,深圳世纪河山口腔诊所,深圳市-宝安区,深圳市宝安区福海街道塘尾社区万里路4-1号105,,
深圳市,深圳固戌河山口腔诊所,深圳市-宝安区,"深圳市宝安区西乡街道固兴社区万象新
所天商务楼A座109、110、127、128",,
深圳市,深圳尔睦口腔医院,深圳市-宝安区,深圳市宝安区沙井街道马安山社区马安山锦胜财富广场AB栋二层,,
深圳市,深圳峰景河山口腔门诊部,深圳市-宝安区,深圳市宝安区福永街道怀德社区怀德南路85号怀德峰景北园F座铺30、31、32,,
深圳市,深圳新沙河山口腔门诊部,深圳市-宝安区,深圳市宝安区沙井街道东塘社区环镇路51号明正楼二层,,
深圳市,深圳正恩口腔门诊部,深圳市-龙华区,龙华区民治大道民丰路鑫茂花园B区1栋2楼,,
深圳市,深圳正恩吉合口腔门诊部,深圳市-龙岗区,龙岗区坂田街道岗头社区雪岗路2002号美兰工业区综合楼201,,
深圳市,深圳正恩吉呈口腔门诊部,深圳市-龙岗区,深圳市龙岗区布吉街道布吉圩社区布吉路129号新兴楼C座商铺202、302，布吉地铁站西广场出口对面,,
深圳市,深圳正恩吉言口腔门诊部,深圳市-龙华区,龙华区民治街道大岭社区红山6979二期7栋109号,,
深圳市,深圳民治正恩口腔门诊部,深圳市-未知区域,民治大道东边商务大楼 1层103,,
深圳市,深圳河山口腔门诊部,深圳市-宝安区,深圳市宝安区西乡街道龙珠社区富成路2-4号西秦宾馆二楼,,
深圳市,深圳河山淞港口腔门诊部,深圳市-宝安区,深圳市宝安区松岗街道松涛社区宝利豪庭07,,
深圳市,深圳河山福中口腔诊所,深圳市-宝安区,深圳市宝安区福永街道福永社区福海科技工业园1号福海科技工业园1-3,,
深圳市,深圳河山福永口腔诊所,深圳市-宝安区,深圳市宝安区福永街道白石厦居委白石厦路86号,,
深圳市,深圳牙乐口腔门诊部,深圳市-宝安区,深圳市宝安区新桥街道上寮社区广深路（沙井段）110号沙穗酒店广深路沙井段110-3,,
